IlmnID,CHR,Relation_to_UCSC_CpG_Island,MAPINFO,Probe_SNPs_10,Probe_SNPs
cg00491350,X,N_Shore,45015865,"",""
cg00497084,X,"",18709116,"",""
cg00510327,X,S_Shore,73835412,"",""
cg00514746,X,N_Shore,37350627,rs11277974,rs71864986
cg00517765,X,"",18707777,"",""
cg00523465,X,S_Shore,134156667,"",""
cg00524424,X,N_Shore,49089903,"",""
cg00525383,X,Island,136647793,"",""
cg00529027,X,N_Shore,151806225,"",""
cg00531965,X,"",6451812,"",""
cg00536175,X,"",48645024,"",""
cg00538420,X,Island,107979988,"",""
cg00543604,X,Island,13397493,"",""
cg00547789,X,Island,154493750,"",""
cg00550141,X,"",24666268,"",""
cg00551957,X,Island,45017137,"",""
cg00553200,X,"",153210234,"",""
cg00554969,X,"",79278012,"",""
cg00570097,X,N_Shore,118012313,"",""
cg00571700,X,S_Shore,152940274,"",""
cg00572146,X,Island,65042096,"",""
cg00573298,X,Island,40594678,"",""
cg00574800,X,S_Shore,103495623,"",""
cg00575851,X,N_Shore,134232238,"",""
cg00577623,X,N_Shore,57934090,"",""
cg00578645,X,N_Shore,139012736,"",""
cg00581583,X,N_Shore,49047791,"",""
cg00582864,X,"",49779175,"",""
cg00583618,X,Island,49020114,"",""
cg00583858,X,"",135632947,"",rs1127688
cg00584971,X,N_Shore,99665588,"",""
cg00586014,X,"",47248289,"",""
cg00586321,X,S_Shelf,73759065,"",""
cg00588456,X,N_Shore,150250164,rs5925507,rs5970530
cg00592494,X,N_Shore,75249222,"",""
cg00594844,X,N_Shelf,77037960,"",""
cg00595610,X,"",9000352,"",""
cg00595697,X,"",13339472,"",""
cg00596686,X,"",7137332,"",""
cg00597858,X,N_Shore,51636568,"",rs60884260
cg00598664,X,Island,152938750,"",""
cg00600110,X,Island,8769528,"",""
cg00603890,X,"",118699184,"",""
cg00604086,X,Island,67718648,"",""
cg00606069,X,"",22266117,"",""
cg00607036,X,Island,119005506,"",""
cg00608151,X,Island,90689946,"",""
cg00609239,X,N_Shore,101853885,"",""
cg00611101,X,"",101380608,"",""
cg00612628,X,N_Shore,48454041,"",""
cg00614938,X,"",108717536,"",""
cg00615010,X,N_Shore,103809062,"",""
cg00615738,X,Island,40012582,"",""
cg00615794,X,S_Shore,102943966,"",""
cg00618396,X,"",154444551,"",""
cg00619443,X,S_Shore,110039536,"",""
cg00620602,X,Island,152162559,"",""
cg00621925,X,Island,152989492,"",""
cg00622384,X,Island,118925635,"",""
cg00622389,X,"",100914950,"",""
cg00623388,X,Island,129116224,"",""
cg00625743,X,"",132353139,"",""
cg00625841,X,S_Shore,134156624,"",""
cg00627024,X,Island,23925866,"",""
cg00632130,X,S_Shore,47931806,"",""
cg00632374,X,N_Shore,46432929,"",""
cg00634642,X,S_Shore,129040194,"",""
cg00636562,X,Island,47518136,"",rs11363552
cg00641092,X,Island,153151929,"",""
cg00644637,X,N_Shore,113624155,"",""
cg00645049,X,Island,153656930,"",""
cg00646140,X,S_Shore,2847561,"",""
cg00646659,X,Island,48776613,"",rs3027511
cg00648125,X,N_Shore,51075046,"",""
cg00650640,X,Island,13587678,"",""
cg00651446,X,"",101380386,"",""
cg00658396,X,Island,3630619,"",""
cg00661180,X,S_Shore,31285029,"",""
cg00666173,X,Island,46433828,"",""
cg00667781,X,S_Shore,53713885,"",""
cg00668426,X,S_Shore,102319340,"",""
cg00668694,X,Island,7895511,"",""
cg00673020,X,S_Shore,134049678,"",""
cg00673685,X,"",111699191,"",""
cg00675244,X,"",55100096,"",""
cg00679603,X,"",24691104,"",""
cg00679726,X,S_Shore,118617111,"",""
cg00680081,X,Island,79590905,"",""
cg00680673,X,Island,48815747,"",""
cg00685229,X,S_Shore,118828778,"",""
cg00685925,X,Island,48398048,"",""
cg00688681,X,Island,53030043,"",""
cg00690049,X,N_Shore,54834244,"",""
cg00692892,X,N_Shore,150861833,"",""
cg00694968,X,"",113997817,"",rs80116772
cg00695046,X,N_Shore,100545995,"",""
cg00695324,X,"",107226116,rs59387795,""
cg00697812,X,"",154488728,"",rs17052027
cg00698744,X,N_Shore,53122826,"",""
cg00705055,X,N_Shore,48824499,"",""
cg00713642,X,S_Shelf,69356087,"",""
cg00714323,X,S_Shelf,15697533,"",""
cg00715011,X,"",80457681,"",""
cg00718129,X,N_Shore,10084289,"",""
cg00718858,X,N_Shore,50024233,"",""
cg00719224,X,N_Shore,133681567,"",""
cg00721658,X,S_Shore,150397568,rs5969996,""
cg00722467,X,N_Shore,9858470,"",""
cg00723034,X,"",75393425,"",""
cg00723973,X,Island,46696265,"",""
cg00723997,X,Island,48690473,"",""
cg00724728,X,"",67867238,"",""
cg00725777,X,N_Shore,102630411,"",rs72365250
cg00725912,X,Island,12810331,"",""
cg00727483,X,Island,62975065,"",""
cg00729461,X,Island,133371084,"",""
cg00730224,X,"",140982540,"",""
cg00735876,X,S_Shore,135334923,"",""
cg00735883,X,"",106567457,"",""
cg00735885,X,"",111874418,"",""
cg00738702,X,N_Shore,48684296,"",""
cg00739467,X,Island,152875780,"",""
cg00739582,X,"",145077291,"",""
cg00739787,X,Island,131157326,"",""
cg00741717,X,"",12924184,"",""
cg00742240,X,S_Shelf,153287830,"",""
cg00743068,X,S_Shore,77041832,"",""
cg00743412,X,N_Shore,130191788,"",""
cg00744851,X,Island,153038917,"",""
cg00745293,X,N_Shore,102862621,"",""
cg00748144,X,Island,124454052,"",""
cg00750740,X,Island,34165065,"",""
cg00751785,X,Island,44732817,"",""
cg00752874,X,N_Shore,107977583,"",""
cg00757453,X,"",17986297,"",""
cg00762681,X,N_Shore,133369578,"",""
cg00763315,X,"",73439472,rs1341326,""
cg00763725,X,Island,154842689,"",""
cg00763907,X,N_Shore,114423111,"",""
cg00765686,X,"",17545806,"",""
cg00765885,X,N_Shore,101771142,"",""
cg00767637,X,N_Shore,72223388,"",""
cg00768158,X,N_Shore,49054690,"",""
cg00768439,X,Island,92928711,"",""
cg00769064,X,N_Shore,136650951,"",""
cg00769799,X,N_Shore,133594079,"",""
cg00771185,X,S_Shelf,40510247,"",""
cg00772918,X,S_Shelf,24487341,"",""
cg00772962,X,N_Shore,49295370,"",""
cg00773875,X,"",26157145,"",""
cg00775115,X,S_Shore,47343198,"",""
cg00775286,X,"",21659776,"",""
cg00776430,X,Island,53111427,"",""
cg00779763,X,Island,47479114,"",""
cg00780578,X,S_Shore,68727150,"",""
cg00781047,X,"",17653183,"",""
cg00781978,X,N_Shore,40506067,"",""
cg00783137,X,N_Shore,103498585,"",""
cg00785877,X,"",110513957,"",""
cg00787015,X,Island,40506177,"",""
cg00788815,X,N_Shore,118105739,"",""
cg00790086,X,Island,46696474,"",""
cg00799224,X,Island,19002639,"",""
cg00800095,X,N_Shore,152224090,"",""
cg00803922,X,N_Shore,69509009,"",""
cg00804510,X,S_Shelf,154302208,"",""
cg00805116,X,Island,46404864,"",""
cg00805156,X,Island,3264341,"",""
cg00809111,X,Island,130192134,"",""
cg00810519,X,Island,48769107,rs6609808,""
cg00810883,X,N_Shore,82763328,"",""
cg00812293,X,"",49831097,"",""
cg00812634,X,Island,147062702,"",""
cg00813142,X,Island,23685984,"",""
cg00813156,X,Island,153775885,"",""
cg00813765,X,"",134846987,"",""
cg00813999,X,"",77582839,"",""
cg00815013,X,"",107681737,"",""
cg00815770,X,N_Shore,23925454,"",""
cg00816548,X,S_Shelf,77154821,"",""
cg00817749,X,"",37699631,"",""
cg00817885,X,"",105281285,"",""
cg00818649,X,Island,41782297,"",""
cg00819012,X,S_Shelf,138291593,"",""
cg00820131,X,N_Shore,67912078,"",""
cg00822942,X,N_Shore,54521170,"",""
cg00822998,X,"",53310810,"",""
cg00823357,X,N_Shore,68048563,"",""
cg00824273,X,S_Shore,26576402,"",rs4537454
cg00824714,X,S_Shore,49189225,"",""
cg00825441,X,S_Shore,128789389,"",""
cg00829575,X,Island,38663062,"",rs198783
cg00831032,X,N_Shore,79827218,"",""
cg00832136,X,"",35937697,"",""
cg00832270,X,Island,77359535,"",""
cg00834229,X,S_Shore,55515653,"",""
cg00839572,X,N_Shore,68047847,"",""
cg00839869,X,S_Shelf,51640699,"",""
cg00845806,X,"",154445068,"",""
cg00849191,X,Island,152939154,"",""
cg00850648,X,N_Shore,138285828,"",""
cg00854925,X,S_Shelf,152689318,"",""
cg00854963,X,"",70364566,"",""
cg00855706,X,N_Shore,77358961,"",""
cg00855923,X,"",21776346,"",""
cg00861899,X,"",15518741,"",""
cg00862041,X,Island,101967017,"",""
cg00868980,X,"",63005938,"",""
cg00869298,X,N_Shore,119004292,"",""
cg00874863,X,"",111924370,"",""
cg00877056,X,S_Shore,107070410,"",""
cg00877150,X,S_Shelf,39972039,"",""
cg00878023,X,Island,21392544,"",""
cg00881203,X,S_Shore,149930926,rs56309591,rs34497827
cg00881487,X,S_Shore,3236105,"",""
cg00881557,X,Island,70401955,"",""
cg00883449,X,Island,47930854,"",""
cg00890110,X,N_Shelf,119247023,"",""
cg00895705,X,Island,54384537,"",""
cg00898159,X,N_Shore,48532921,"",""
cg00901211,X,Island,118602569,"",""
cg00901375,X,S_Shore,119445864,"",""
cg00901393,X,"",49776519,"",""
cg00902308,X,N_Shore,40439693,"",""
cg00904184,X,Island,63425896,"",""
cg00907920,X,Island,119249786,"",""
cg00908601,X,"",70323289,"",""
cg00909097,X,S_Shelf,19366087,"",""
cg00909388,X,Island,10085400,"",""
cg00910720,X,Island,108780265,rs73639133,""
cg00911398,X,"",2984598,"",""
cg00911962,X,"",118780518,"",""
cg00913945,X,"",149014061,"",""
cg00914218,X,Island,69654348,"",""
cg00916680,X,N_Shore,152529487,"",""
cg00917018,X,Island,140271549,"",""
cg00917362,X,S_Shore,154115825,"",""
cg00920314,X,Island,84189177,"",""
cg00920537,X,Island,133507230,"",""
cg00920960,X,N_Shore,122993419,"",""
cg00926894,X,S_Shore,46938229,rs4824599,""
cg00928753,X,S_Shore,36976515,"",""
cg00929476,X,N_Shore,136645736,"",""
cg00931201,X,Island,15756372,"",""
cg00932276,X,Island,13587976,"",""
cg00933162,X,N_Shelf,55024263,"",""
cg00934057,X,N_Shelf,152985801,"",""
cg00935394,X,N_Shore,11129115,"",""
cg00935924,X,Island,118708353,"",""
cg00936342,X,N_Shore,100306566,"",""
cg00936349,X,N_Shelf,106690556,"",""
cg00936435,X,Island,55187903,"",rs12840016
cg00937263,X,Island,74145012,"",""
cg00938039,X,N_Shelf,5808230,"",""
cg00938641,X,S_Shore,153035233,"",""
cg00939965,X,"",37245294,"",""
cg00940232,X,Island,135962391,"",""
cg00940287,X,"",139332755,"",""
cg00941549,X,"",49966273,"",""
cg00947275,X,S_Shore,64754953,"",""
cg00948677,X,N_Shore,68113437,"",""
cg00953793,X,N_Shore,20283580,"",""
cg00958651,X,N_Shore,147581562,"",""
cg00960300,X,N_Shore,70886827,"",""
cg00960898,X,Island,136113605,"",""
cg00962635,X,N_Shore,99986352,"",""
cg00962799,X,"",52651887,"",""
cg00963467,X,Island,150151737,"",""
cg00965330,X,N_Shore,47861943,"",""
cg00966524,X,"",135631856,"",""
cg00968475,X,"",101975738,"",""
cg00968771,X,Island,101854294,"",""
cg00969573,X,"",84259298,"",""
cg00975326,X,"",19989847,"",""
cg00977690,X,N_Shore,24167334,"",""
cg00979376,X,Island,48826530,"",""
cg00981643,X,S_Shore,153363708,"",""
cg00981879,X,Island,39680221,"",""
cg00984611,X,N_Shore,152709042,"",rs35816497
cg00988678,X,Island,119005603,"",""
cg00993140,X,Island,85403122,"",""
cg00994038,X,S_Shore,128978322,"",""
cg00996177,X,Island,38186710,"",""
cg00997174,X,"",56756686,"",""
cg00997875,X,N_Shore,64886318,"",""
cg01000789,X,Island,69509790,"",""
cg01001959,X,"",55935071,"",""
cg01003197,X,S_Shore,67653925,"",rs5964671
cg01003813,X,"",2715058,"",""
cg01004447,X,N_Shelf,44699940,"",""
cg01004805,X,Island,71458680,"",""
cg01005760,X,"",69501696,"",""
cg01008082,X,"",41586792,"",""
cg01008919,X,"",70364646,"",""
cg01009686,X,S_Shore,77166354,"",""
cg01010298,X,"",8093828,"",""
cg01010618,X,"",130423130,"",""
cg01013491,X,Island,135180748,"",""
cg01019600,X,Island,119125040,"",rs5956174
cg01022618,X,S_Shore,152110833,"",""
cg01024350,X,"",83758409,"",""
cg01037726,X,N_Shore,152937549,"",""
cg01039990,X,Island,136510831,"",""
cg01043588,X,N_Shore,69653552,"",""
cg01044189,X,N_Shore,51137589,"",""
cg01046746,X,Island,150863961,"",""
cg01051089,X,"",19989310,"",rs34234374
cg01052065,X,Island,110339654,"",""
cg01054612,X,Island,50024337,"",""
cg01055931,X,N_Shelf,153583236,"",""
cg01056373,X,Island,151999547,"",""
cg01057599,X,"",74493807,"",""
cg01058588,X,Island,153775683,"",""
cg01058688,X,"",114541606,"",""
cg01058932,X,"",55021626,"",""
cg01062269,X,Island,100603843,"",""
cg01063406,X,S_Shore,136652725,"",""
cg01063768,X,"",148031758,"",""
cg01064194,X,"",101101217,"",""
cg01067505,X,N_Shore,107178820,"",""
cg01069311,X,S_Shore,47373245,"",""
cg01070223,X,Island,34961618,"",""
cg01072750,X,"",114523842,"",""
cg01076406,X,"",73439721,"",""
cg01078565,X,"",30233575,"",""
cg01078706,X,S_Shore,102024320,"",rs12836806
cg01079126,X,"",149861641,"",""
cg01080552,X,"",2986093,"",""
cg01080862,X,Island,117861389,"",""
cg01081720,X,N_Shore,68047734,"",""
cg01083397,X,Island,153362990,"",""
cg01084328,X,N_Shore,40064418,"",""
cg01084827,X,S_Shore,55515720,"",""
cg01086868,X,N_Shore,66764531,"",""
cg01087287,X,N_Shore,134136248,"",""
cg01087775,X,S_Shore,77042040,"",""
cg01098518,X,Island,102024175,"",""
cg01098871,X,Island,48958509,"",""
cg01099541,X,N_Shore,134166046,"",""
cg01104131,X,Island,114426686,"",""
cg01104810,X,S_Shore,53714710,"",""
cg01108554,X,Island,129473637,"",""
cg01109012,X,S_Shore,37707161,"",""
cg01109660,X,"",19008190,"",""
cg01110418,X,"",71363658,"",""
cg01110765,X,N_Shore,40016611,"",""
cg01112232,X,"",101382549,"",""
cg01112452,X,S_Shore,117958532,"",""
cg01112624,X,N_Shore,47478591,"",""
cg01112702,X,"",154005455,"",""
cg01112930,X,S_Shore,31285489,"",""
cg01114138,X,S_Shore,24169878,"",""
cg01114504,X,"",55115413,"",""
cg01115560,X,N_Shore,75647436,"",""
cg01115636,X,"",119751976,"",""
cg01118900,X,N_Shore,100672737,"",""
cg01119520,X,N_Shelf,69670818,"",""
cg01119763,X,Island,37209004,"",""
cg01120006,X,N_Shore,48768342,"",""
cg01120894,X,Island,129305726,"",""
cg01121830,X,Island,38186700,"",""
cg01123965,X,Island,39866890,rs58403514,""
cg01125381,X,S_Shore,49644706,"",""
cg01127291,X,Island,63424405,"",""
cg01127586,X,"",62780937,"",""
cg01131699,X,"",135863051,rs35458652,""
cg01131961,X,"",100507598,"",""
cg01132485,X,"",139040942,"",""
cg01133413,X,"",55246758,"",""
cg01134144,X,"",135863582,"",""
cg01134497,X,"",27999627,"",""
cg01135626,X,N_Shore,72667095,"",""
cg01137368,X,"",28938361,"",""
cg01138740,X,"",137946672,"",""
cg01140782,X,Island,152864413,"",""
cg01142317,X,Island,101186992,"",""
cg01143780,X,N_Shelf,113813553,"",""
cg01145939,X,S_Shelf,10098219,"",""
cg01146870,X,N_Shore,53029439,"",""
cg01150083,X,Island,48980043,"",""
cg01151305,X,S_Shelf,41337610,"",""
cg01162841,X,"",19818905,"",""
cg01162900,X,N_Shore,149930532,"",""
cg01166930,X,N_Shore,46404528,"",""
cg01169440,X,S_Shore,118603378,"",""
cg01169463,X,Island,7895607,rs2231789,""
cg01172484,X,"",55478539,"",""
cg01172526,X,S_Shore,2826829,"",""
cg01173474,X,N_Shore,133370977,"",""
cg01173508,X,"",110544388,rs1046945,""
cg01177664,X,Island,7895132,"",""
cg01177972,X,N_Shore,102022826,"",""
cg01178063,X,Island,69283055,"",""
cg01186310,X,"",69502085,"",""
cg01187510,X,Island,103401766,rs7882194,""
cg01191578,X,"",55020455,"",""
cg01191832,X,Island,57619327,"",rs45605634
cg01191902,X,Island,48931851,"",""
cg01193954,X,"",65486761,"",""
cg01195014,X,"",51546668,"",""
cg01203948,X,N_Shore,47076559,"",""
cg01207481,X,"",102611843,"",""
cg01207755,X,Island,49687058,"",""
cg01210880,X,Island,122319025,"",""
cg01212429,X,N_Shore,150066099,"",""
cg01212677,X,Island,24483290,"",""
cg01212903,X,N_Shelf,139517847,"",""
cg01215061,X,"",89176940,"",""
cg01215118,X,Island,152066708,"",""
cg01215761,X,Island,129254804,"",""
cg01218690,X,"",66787995,"",""
cg01219451,X,Island,64627700,"",""
cg01220513,X,N_Shelf,19902129,"",""
cg01222180,X,Island,150345616,"",""
cg01225298,X,Island,132091287,"",""
cg01227136,X,Island,3734578,rs72611122,""
cg01228667,X,Island,136114207,"",""
cg01231576,X,S_Shore,152940659,"",""
cg01241836,X,Island,48901346,"",""
cg01243226,X,N_Shore,15807818,"",""
cg01244877,X,Island,153598902,"",""
cg01245531,X,Island,138277067,"",""
cg01257202,X,Island,153991830,"",""
cg01274846,X,N_Shelf,152683499,"",""
cg01275664,X,Island,34405983,"",""
cg01279057,X,"",47247642,"",""
cg01280366,X,S_Shore,129120073,"",""
cg01282374,X,S_Shore,15666287,"",""
cg01282661,X,N_Shore,49018919,"",""
cg01283227,X,S_Shore,18446221,"",""
cg01284128,X,"",22290916,"",""
cg01286388,X,Island,77151065,"",""
cg01288367,X,Island,68384992,"",""
cg01289637,X,S_Shore,114468879,"",""
cg01290688,X,Island,49643501,"",""
cg01290869,X,"",148854603,"",""
cg01293271,X,N_Shore,139585768,"",""
cg01293417,X,N_Shore,77394723,"",""
cg01296971,X,N_Shelf,37348138,"",""
cg01301326,X,Island,40014433,"",""
cg01302641,X,Island,40944978,"",""
cg01303569,X,Island,48755020,"",""
cg01306265,X,"",100914469,"",""
cg01307615,X,"",110515005,"",""
cg01307742,X,Island,70444047,"",""
cg01308913,X,Island,25040907,"",""
cg01309671,X,"",133941225,"",""
cg01310267,X,Island,13956720,rs11539026,""
cg01314643,X,N_Shore,62570863,"",""
cg01316390,X,N_Shelf,118205446,"",""
cg01317752,X,"",7810800,rs2529876,""
cg01318188,X,S_Shore,123094675,"",""
cg01319581,X,S_Shore,16732043,"",""
cg01321220,X,"",78216969,"",""
cg01321830,X,Island,40005822,"",""
cg01325935,X,N_Shore,67905522,"",""
cg01326358,X,N_Shore,73754570,"",""
cg01327767,X,N_Shore,70400600,"",""
cg01331780,X,Island,30265202,"",""
cg01333849,X,Island,118370171,"",""
cg01336098,X,"",21901558,"",""
cg01336631,X,Island,147062909,"",""
cg01337545,X,S_Shore,2847549,"",""
cg01337817,X,N_Shore,152912242,"",""
cg01340520,X,Island,40015196,"",""
cg01342901,X,Island,118892768,"",""
cg01343084,X,Island,54521658,"",""
cg01345087,X,Island,47479175,"",""
cg01348758,X,"",80457518,"",""
cg01348942,X,"",102755537,"",rs1180895
cg01349336,X,S_Shore,53461709,"",""
cg01349480,X,N_Shelf,138282248,"",""
cg01353347,X,Island,153285158,"",""
cg01353788,X,Island,147582069,"",""
cg01353903,X,Island,99662650,"",""
cg01354447,X,Island,31089887,"",""
cg01355242,X,N_Shore,56258387,"",""
cg01359309,X,S_Shelf,73329067,"",""
cg01361446,X,"",70331315,"",""
cg01364253,X,N_Shore,39679986,"",""
cg01364818,X,Island,129402953,"",""
cg01364907,X,S_Shelf,24336335,"",""
cg01366378,X,Island,100353183,"",""
cg01368763,X,Island,153072706,"",""
cg01370077,X,Island,150565243,"",""
cg01370179,X,Island,153218937,"",""
cg01372422,X,S_Shelf,19143476,"",rs7884211
cg01372992,X,S_Shore,130037175,"",""
cg01373750,X,"",27825843,"",""
cg01374431,X,Island,102469950,"",""
cg01374885,X,"",146319567,"",""
cg01375263,X,Island,57163746,"",""
cg01375994,X,N_Shore,3261645,"",""
cg01377936,X,"",32173560,"",""
cg01378112,X,Island,21874808,"",""
cg01379263,X,"",67867130,"",""
cg01381545,X,Island,19140538,"",""
cg01382771,X,"",102983822,"",rs5945699
cg01383228,X,N_Shore,124336658,"",""
cg01383599,X,N_Shore,25020151,"",""
cg01384686,X,Island,135579487,"",""
cg01386236,X,"",101410618,"",""
cg01396530,X,"",12974262,"",""
cg01397290,X,N_Shore,37208295,"",""
cg01398148,X,"",37850291,"",""
cg01398859,X,N_Shore,25040609,"",""
cg01398912,X,Island,147583273,"",""
cg01404374,X,N_Shore,103294253,"",""
cg01404988,X,Island,53449561,"",""
cg01405303,X,Island,152066574,"",""
cg01408260,X,N_Shore,103216565,"",""
cg01408383,X,N_Shore,15353254,"",""
cg01408682,X,"",13063132,rs3037872,""
cg01409685,X,"",131347226,"",""
cg01410230,X,Island,100645860,"",""
cg01411845,X,Island,41192275,"",""
cg01413240,X,"",72880337,"",""
cg01413291,X,Island,153247841,"",rs1045898
cg01413492,X,"",47985547,"",""
cg01415112,X,Island,103411709,"",""
cg01419069,X,Island,71092795,"",""
cg01423027,X,Island,15873247,rs7061714,""
cg01426251,X,N_Shore,37001669,"",""
cg01430241,X,Island,153665714,"",""
cg01434723,X,Island,153715087,"",""
cg01436914,X,Island,57936269,"",""
cg01445307,X,Island,21959520,"",""
cg01448525,X,N_Shore,69673805,rs2274309,""
cg01460974,X,S_Shore,62975657,"",""
cg01461762,X,Island,100663470,"",""
cg01462040,X,Island,147582071,"",""
cg01463832,X,Island,52964651,"",""
cg01465073,X,Island,153152165,"",""
cg01466335,X,S_Shelf,102866235,rs390675,""
cg01466576,X,N_Shore,128787126,"",""
cg01467086,X,Island,152686726,"",""
cg01467249,X,Island,135180523,"",""
cg01472026,X,Island,101187257,"",""
cg01472347,X,Island,52950534,"",""
cg01473187,X,N_Shore,99891162,"",""
cg01473525,X,N_Shore,103085819,"",""
cg01475387,X,N_Shore,37430689,rs76720014,rs6610361
cg01477427,X,Island,53461421,"",""
cg01479413,X,Island,135849691,"",""
cg01480550,X,Island,151143526,"",""
cg01483252,X,Island,46433132,"",""
cg01486020,X,Island,71131509,"",""
cg01488378,X,Island,48769307,"",rs12862013
cg01490258,X,N_Shore,40030456,"",""
cg01494339,X,N_Shore,122864788,"",""
cg01498090,X,"",12885115,"",""
cg01501252,X,Island,40945574,"",""
cg01514943,X,N_Shore,40034026,"",""
cg01522249,X,Island,39951640,"",""
cg01522335,X,"",50647118,"",""
cg01523763,X,S_Shore,129068084,"",""
cg01523865,X,Island,136651179,"",""
cg01528616,X,N_Shore,48979067,"",""
cg01528835,X,"",73438299,"",""
cg01529679,X,S_Shore,153074551,"",""
cg01530162,X,N_Shore,139589424,"",rs911094
cg01530521,X,Island,119378908,"",""
cg01533115,X,Island,48911192,"",""
cg01534758,X,Island,37061627,"",""
cg01537968,X,Island,99987037,"",""
cg01538344,X,Island,100546291,"",""
cg01540386,X,Island,39873535,"",""
cg01540916,X,"",15288755,"",""
cg01542035,X,S_Shore,31285501,"",""
cg01543116,X,Island,100184268,"",""
cg01545419,X,Island,30265447,"",""
cg01555661,X,Island,47004645,"",""
cg01556010,X,"",74493847,"",""
cg01556112,X,N_Shore,118824554,rs6603542,""
cg01556519,X,"",153484362,"",""
cg01558501,X,Island,99667223,"",""
cg01559064,X,"",119710388,"",""
cg01560464,X,N_Shore,142721195,"",""
cg01560885,X,S_Shore,63426841,"",""
cg01562833,X,Island,133684080,"",""
cg01563671,X,Island,21675400,"",""
cg01564045,X,N_Shelf,148583595,"",""
cg01564333,X,"",49107164,rs55827755,""
cg01564693,X,N_Shelf,68381877,rs61735027,""
cg01567000,X,N_Shore,135991334,"",""
cg01568488,X,S_Shelf,37767516,"",""
cg01570817,X,Island,34148917,"",""
cg01573544,X,"",44402332,"",""
cg01573782,X,Island,38079899,rs6611251,""
cg01575816,X,"",107683385,"",""
cg01576669,X,"",74963711,rs1133011,""
cg01577514,X,"",152954919,"",""
cg01577745,X,N_Shore,102631077,"",""
cg01579322,X,Island,54209148,"",""
cg01581349,X,N_Shore,25019025,"",""
cg01589255,X,Island,73756723,"",""
cg01592490,X,N_Shore,73325026,"",""
cg01593269,X,Island,152676703,"",""
cg01596349,X,S_Shore,153627775,"",""
cg01597947,X,N_Shore,39870568,"",rs9699191
cg01598357,X,N_Shore,69664317,"",""
cg01600123,X,N_Shelf,69672435,"",""
cg01600263,X,Island,102840724,"",""
cg01607721,X,N_Shore,73162620,"",""
cg01609611,X,N_Shore,136655880,"",""
cg01614387,X,N_Shore,18237043,"",""
cg01627510,X,"",27840754,"",""
cg01632517,X,"",52652796,"",""
cg01634761,X,N_Shore,68048386,"",""
cg01640808,X,Island,21674815,"",""
cg01645836,X,"",36081090,"",""
cg01647019,X,"",14547618,"",""
cg01651728,X,"",145076186,"",""
cg01662650,X,Island,21874323,"",""
cg01663055,X,N_Shelf,67649784,"",""
cg01666573,X,S_Shore,8769701,"",""
cg01668271,X,Island,47696333,"",""
cg01668907,X,N_Shore,102192059,"",""
cg01669374,X,N_Shore,12809328,"",""
cg01671070,X,"",101410339,"",""
cg01673454,X,N_Shelf,152924119,"",""
